timestamp,dissolved_co2,tds_voltage,turbidity_voltage,tds_ppm,turbidity_ntu,DO_mg_L
2026-03-28 11:48:32.932325+00:00,487,1.501580356336839,2.0646366856373044,581.1292690067573,2726.9065491567007,8.1563727501055
2026-03-28 11:52:32.793749+00:00,779,1.5023235402960962,2.24069631495813,581.497792213702,2888.6357884227464,7.823349822345404
2026-03-28 11:56:32.542795+00:00,857,1.5043078962256888,2.2431507177860315,582.4827116630887,2890.399516857181,7.78736383628839
2026-03-28 12:00:01.824746+00:00,881,1.5029925769240944,2.325730870461448,581.829711121277,2941.873796182598,7.681178122445198
2026-03-28 12:32:23.257435+00:00,772,1.5038406803056497,2.1669572673871533,582.250690115897,2829.3521804739394,7.716213381248468
2026-03-28 12:36:23.045946+00:00,773,1.5034256683379457,2.2354623735011976,582.0446566434243,2884.829604406231,7.604229347091568
2026-03-28 12:40:23.186032+00:00,800,1.5019660569572906,2.1591188436065365,581.320502866753,2822.3339354546415,7.676651690486293
2026-03-28 12:44:23.167685+00:00,810,1.503376755538559,2.245727063660039,582.020377717233,2892.236351847503,7.539032733391547
2026-03-28 12:48:23.051642+00:00,810,1.5023430289062443,2.280166140099405,581.5074586125913,2915.361821611713,7.478141699997061
2026-03-28 12:52:22.733950+00:00,826,1.5023325391710949,2.234476127595731,581.5022556616785,2884.105521496411,7.50131806157195
2026-03-28 12:56:23.032917+00:00,828,1.502832402722506,2.172687666813921,581.7502322598824,2834.3958592382105,7.556450928338499
2026-03-28 13:00:22.993117+00:00,846,1.5008810155465333,2.2361894152804154,580.7826604518164,2885.3619889906995,7.44636237585343
2026-03-28 13:04:22.983046+00:00,876,1.5041389968360597,2.304192677758645,582.3988267383891,2929.921528150031,7.343981463511337
2026-03-28 13:08:22.903477+00:00,889,1.5018992918978096,2.2686330443892455,581.2873964698258,2907.9134555341316,7.351503192712159
2026-03-28 13:12:23.215067+00:00,898,1.503901062485499,2.179597786305513,582.2806719290396,2840.38001842208,7.432655861421593
2026-03-28 13:16:23.130285+00:00,915,1.5028604030573207,2.135785204976623,581.7641254602049,2800.626896347865,7.46732629755182
2026-03-28 13:20:22.976096+00:00,917,1.5045312759784606,2.2140908851949357,582.5936697674907,2868.6509490240296,7.331232525266675
2026-03-28 13:24:31.702061+00:00,924,1.5018968328207647,2.2610863722546997,581.2861771311603,2902.8782980336146,7.248241612286694
2026-03-28 13:28:22.571802+00:00,942,1.5023105446148337,2.2251072247047263,581.4913463965364,2877.118354752226,7.259341656937021
2026-03-28 13:32:22.625394+00:00,960,1.5030858674588161,2.1614015518796506,581.8760062181325,2824.3920000072367,7.313520369646313
2026-03-28 13:36:22.658479+00:00,968,1.5000273702578477,2.155733466155573,580.3598038123109,2819.26021763881,7.292788558320925
2026-03-28 13:40:22.900123+00:00,968,1.5036655786607758,2.2473123717334564,582.1637533074726,2893.359223362765,7.145912940391373
2026-03-28 13:44:23.093914+00:00,977,1.50451771434467,2.1988243859331447,582.5869328845768,2856.467218076644,7.175542566707733
2026-03-28 13:48:22.591364+00:00,994,1.5040155598624225,2.1304162927476376,582.3375272494945,2795.45959835946,7.242194826482524
2026-03-28 13:52:22.547747+00:00,1027,1.5035646993524445,2.155427113402573,582.11367221473,2818.9808007412566,7.169692252062133
2026-03-28 13:56:23.568604+00:00,1049,1.5024793379507346,2.232499260184265,581.575071904625,2882.6475802473306,7.034486630034375
2026-03-28 14:00:23.241315+00:00,1067,1.5041882826724717,2.224325810938053,582.4233038328351,2876.5267032344454,7.012020943703426
